R(H = 0.3),T(H = 0.3),R(H = 1.0),T(H = 1.0),R(H = 3.0),T(H = 3.0),R(H = 9.0),T(H = 9.0)
,,3.39694798975479e-08,79.04965975,2.77695657100559e-08,77.3622246,0.0009093733015024,76.27102665
,,2.22975025854346e-08,78.96415325,5.46268078230811e-08,77.29356385,0.0008332511382236,76.2014542
,,1.43490650388934e-08,78.88993455,3.1637435553384e-08,77.2211609,0.0007708834635337,76.13492205
,,6.11070507747939e-08,78.82107545,1.98641348025071e-08,77.13897705,0.0006975959878781,76.06549455
,,2.60211061114084e-08,78.74295805,3.63097429641366e-08,77.05641935,0.0006297444898076,75.99295045
,,4.77770017409729e-08,78.6718559,4.81103117551114e-08,76.977066,0.0005594429767722,75.9126663
,,3.70281226159129e-08,78.6001053,1.6399928891457301e-09,76.9054451,0.0004852293394811,75.8138008
,,4.46582674094078e-08,78.52858735,2.48060796109234e-08,76.8267479,0.0004159652192398,75.73693465
,,4.03818779613251e-08,78.44922255,1.35016887301354e-08,76.7590065,0.000360991765826,75.6572304
,,3.43243789286898e-08,78.37916185,3.30685957239657e-08,76.6840935,0.0003095812380793,75.57923125
,,3.85122334077791e-08,78.30182645,2.96788374567815e-08,76.6127434,0.0002589725022933,75.49481965
,,1.63180298801387e-08,78.2597847,3.8748586961083e-08,76.52765655,0.0002249576766077,75.42112735
,,3.75873132777381e-08,78.23994065,4.58270876919503e-08,76.4509964,0.0001915044715031,75.34687805
,,1.97549260335789e-08,78.22060775,1.20012240473041e-08,76.3689308,0.0001600486092953,75.26813885
,,2.74113205434238e-08,78.2000389,5.45734697360357e-08,76.28808975,0.0001352706283757,75.192688
,,3.3602265845822e-08,78.18030545,6.49403448566609e-08,76.20794295,0.0001135332303827,75.1181107
,,2.30194752644055e-08,78.17998885,4.19779311555307e-08,76.1242485,9.24144899708772e-05,75.03492355
,,,,2.8664430267379e-08,76.0517273,7.48455349149621e-05,74.93995285
,,,,4.12941070701662e-08,75.98186495,6.1316341474077e-05,74.85736465
,,,,5.69517039029159e-08,75.89665605,4.81182082445018e-05,74.7655716
,,,,2.22107271447434e-08,75.81620405,3.84061340034482e-05,74.68566515
,,,,4.33745293608051e-08,75.7409401,3.14624592738312e-05,74.61095045
,,,,8.98956748050138e-08,75.64225005,2.67437377881501e-05,74.540802
,,,,4.13023565686344e-08,75.56850055,2.1132487785751e-05,74.4578285
,,,,6.18942272052848e-08,75.47412105,1.72958612381667e-05,74.3797607
,,,,7.4266697614218e-08,75.3781166,1.47090062687286e-05,74.31246565
,,,,2.40737216057043e-08,75.2993927,1.22572544421057e-05,74.24149705
,,,,3.20212282617483e-08,75.2164993,9.70704233007919e-06,74.1555443
,,,,4.72444462257898e-08,75.1236267,8.13378770758239e-06,74.07983015
,,,,2.02100477183641e-08,75.03549575,6.98711463799541e-06,74.01138305
,,,,5.15122465421061e-08,74.95765305,5.64819032721898e-06,73.9262276
,,,,4.92226358839729e-08,74.87545395,4.77752468375268e-06,73.84833145
,,,,5.29361108164784e-08,74.80091855,4.08784125114859e-06,73.7712555
,,,,5.31598617936822e-08,74.7172432,3.46460785606894e-06,73.6875076
,,,,4.56434702143466e-08,74.63428115,3.07517593472958e-06,73.6200447
,,,,3.43878528877007e-08,74.5603027,2.74899889752339e-06,73.55163955
,,,,2.63690101325075e-08,74.4866791,2.43585611835834e-06,73.4794426
,,,,3.97432219156954e-08,74.40960695,2.2904739834025e-06,73.4021034
,,,,2.56987592362358e-08,74.3271942,2.00057069788362e-06,73.3179245
,,,,5.62605800276398e-08,74.24868395,1.90270002505998e-06,73.24191665
,,,,3.80182010794595e-08,74.170948,1.72010232560519e-06,73.16490935
,,,,4.46101743053575e-08,74.08579635,1.68191036630312e-06,73.08983615
,,,,2.34715385988099e-08,74.0081711,1.4760841192763e-06,72.9927597
,,,,6.43825800527873e-08,73.93398285,1.62925140411237e-06,72.9164581
,,,,1.73961950211695e-08,73.8630333,1.30849860207906e-06,72.82964325
,,,,5.01548278952349e-08,73.7916298,1.44385421724857e-06,72.7593765
,,,,7.52017259131811e-08,73.69342805,1.45581905413887e-06,72.6790199
,,,,7.7405145264492e-08,73.6034393,1.23309365915092e-06,72.58398055
,,,,4.09932355780102e-08,73.52915575,1.22215959364684e-06,72.4956589
,,,,3.02148866230895e-08,73.4422188,1.35967569811135e-06,72.4184799
,,,,2.23115192705894e-08,73.3676224,1.36124208245088e-06,72.34113695
,,,,4.93324106690479e-08,73.27910235,1.38534259053011e-06,72.25428775
,,,,5.26559635387446e-08,73.24956515,1.39753179012882e-06,72.18546295
,,,,1.17119314577393e-08,73.23306655,1.3646641719238e-06,72.1050415
